Date,Close,High,Low,Open,Volume,Daily Return,SMA_30,SMA_100,EMA_30,Volatility,BB_MA20,BB_STD,Upper,Lower,RSI
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,,,,,,,,,
2020-01-01,1992.86572265625,2007.851569022853,1980.3619547918622,1993.233388109915,1354908,,,,1992.86572265625,,,,,,
2020-01-02,1983.7181396484375,2004.2205442912598,1975.9493531550477,2004.2205442912598,2380752,-0.00459016525991518,,,1992.2755560105848,,,,,,
2020-01-03,2023.251708984375,2043.800126627188,1989.5562186330342,1989.5562186330342,4655761,0.019929025472814388,,,1994.2740174927649,,,,,,
2020-01-06,2023.067626953125,2046.5120249771887,2011.5292606806547,2027.2508879631441,3023209,-9.098325751188963e-05,,,1996.1316697160141,,,,,,
2020-01-07,2028.0322265625,2036.122661861194,2007.7596751011708,2023.1134106947945,2429317,0.002453995874004411,,,1998.189770157723,,,,,,
2020-01-08,2073.449951171875,2077.8170445176534,2024.5385505911543,2027.250700513905,5197454,0.022394971842413902,,,2003.0452657070232,,,,,,
2020-01-09,2035.8466796875,2070.4155299418217,2031.8472525512188,2067.4735335631462,3734173,-0.018135606052667175,,,2005.1614859638282,,,,,,
2020-01-10,2035.112060546875,2053.913506798118,2030.0094104790708,2048.3971768783376,1915807,-0.00036084207516928757,,,2007.0937810982184,,,,,,
2020-01-13,2013.7821044921875,2040.0764732611306,2008.5874263034502,2039.065280881566,2843893,-0.01048097373515433,,,2007.5252858333133,,,,,,
2020-01-14,2028.9976806640625,2050.0518046206216,2018.0570511276,2018.0570511276,2948452,0.007555721216279121,,,2008.9106016288456,,,,,,
2020-01-15,2047.3848876953125,2051.154467985224,2017.3209473326544,2034.6054852762443,2620681,0.009062211951485377,,,2011.392813633134,,,,,,
2020-01-16,2058.32568359375,2067.703395319039,2036.4442065947849,2047.430847151469,3117214,0.00534379049302891,,,2014.4207407273673,,,,,,
2020-01-17,2040.2138671875,2071.8867368246224,2034.60551097021,2060.118526302078,3281059,-0.008799295733718626,,,2016.0848134022146,,,,,,
2020-01-20,1995.3939208984375,2061.451816846812,1982.3844454662317,2017.9647176954988,5817599,-0.021968258823202746,,,2014.7499171116485,,,,,,50.47452816398315
2020-01-21,1996.0377197265625,2010.288236278432,1984.085673586285,1995.0263029614616,1902980,0.0003226424724371846,,,2013.5426785706754,,,,,,50.59393009613051
2020-01-22,2028.9976806640625,2031.847873800454,1998.474038040147,2005.1856166329367,1773686,0.016512694430451447,,,2014.5397754799262,,,,,,57.784084565801145
2020-01-23,2018.907470703125,2043.6030685032345,2012.2267707835451,2036.277380481909,2069866,-0.004973002215377109,,,2014.82156226852,,,,,,49.16905527085324
2020-01-24,2011.9501953125,2018.9073826779747,1999.6025094356542,2018.9073826779747,1319430,-0.003446059560224368,,,2014.6363127874865,,,,,,47.927219396022764
2020-01-27,1998.9117431640625,2021.2114165910339,1994.9954703008852,2017.75588171176,1549101,-0.006480504427403222,,,2013.6218244246852,,,,,,44.72933591687306
2020-01-28,2012.272705078125,2016.004726926354,1983.0158494919863,2003.2883163548227,1743024,0.00668411797557078,,,2013.5347844668427,,2022.3259887695312,22.87651674613895,2068.0790222618093,1976.5729552772534,37.47363074849683
2020-01-29,1985.4122314453125,2015.2218443406484,1981.173351960207,2013.4250111781637,2306761,-0.01334832677749298,,,2011.7204262073892,,2021.9533142089845,23.435584531193424,2068.8244832713713,1975.0821451465977,39.19806779957028
2020-01-30,1969.9766845703125,1994.9946569081224,1958.1356332239077,1990.3872789475956,2098567,-0.007774479591960315,,,2009.0272815856424,0.011666646485528877,2021.2662414550782,24.778498637233763,2070.8232387295457,1971.7092441806108,36.8759103549136
2020-01-31,1915.7950439453125,1975.9674818261722,1908.9300915884621,1971.4059948857332,3287223,-0.027503696388578303,,,2003.012298512073,0.013058253162210503,2015.893408203125,34.18863352156124,2084.2706752462477,1947.5161411600027,32.56480719658103
2020-02-03,1937.403076171875,2022.3631090010247,1928.8333053237616,1983.0161331376337,4728073,0.011278885126492222,,,1998.7794454578666,0.012469107272188902,2011.6101806640625,38.35480661845067,2088.3197939009638,1934.9005674271611,34.064745711022454
2020-02-04,1942.240966796875,1968.9176510112195,1922.751840109277,1961.8223310689345,3509339,0.002497100724418777,,,1995.1318016732866,0.012501544804839702,2007.3206176757812,41.11929362265024,2089.559204921082,1925.0820304304807,30.802419414153718
2020-02-05,1977.9940185546875,1987.3469083863556,1939.0616641334339,1948.9214106733994,2439322,0.018408144184486108,,,1994.0261382462804,0.013240087350687003,2002.5478210449219,38.49572687582875,2079.5392747965793,1925.5563672932644,36.551275946562896
2020-02-06,1961.222900390625,2003.4724263466328,1949.3818476317554,1976.5653808414631,2640065,-0.008478851809833654,,,1991.9098003201093,0.01217110549964257,1998.816632080078,38.71420140942962,2076.2450348989373,1921.3882292612188,36.71609668455662
2020-02-07,1968.779296875,1982.0945780796908,1952.607350511792,1971.0368677417287,2083442,0.0038529003933565065,,,1990.4175097752636,0.011702346262055812,1995.4999938964843,38.28004841500279,2072.0600907264898,1918.9398970664788,44.882881791839814
2020-02-10,1992.1846923828125,1996.8381904740718,1952.6073491530033,1972.787580517864,2383032,0.011888277952212922,,,1990.531521556396,0.012063160943542543,1994.4201232910157,38.04105349712135,2070.5022302852585,1918.338016296773,49.31881120426513
2020-02-11,1984.305908203125,2004.0256254089907,1978.9615285106654,1993.152165917677,1335820,-0.0039548462598936185,2002.7278198242188,,1990.1298690819915,0.011888007668547597,1992.1855346679688,37.20649025083131,2066.5985151696314,1917.7725541663062,41.329906169794256
2020-02-12,2000.2938232421875,2013.4248549046088,1981.1731981898897,1982.1869116745195,1620407,0.008057182601215018,2002.9754231770833,,1990.7856080600689,0.011905771709373692,1989.8309814453125,34.951118324339774,2059.733218093992,1919.928744796633,46.46977956466719
2020-02-13,2019.8287353515625,2024.482232906341,2000.5238632861476,2002.3206960137288,1645948,0.009766021312664908,2004.179109700521,,1992.6593582079072,0.011935315610542558,1987.9061340332032,31.90798698572003,2051.7221080046434,1924.090160061763,51.426183654429614
2020-02-14,2012.6878662109375,2038.3049444122344,2000.524427811465,2016.1895200605645,1500115,-0.0035353834786304716,2003.8269816080729,,1993.9515200145545,0.011872191012470421,1986.529833984375,30.073965224038144,2046.6777644324513,1926.3819035362988,52.548180006900274
2020-02-17,2030.2413330078125,2042.9116238639829,2018.2160301467527,2024.435991112509,1774724,0.00872140538608246,2004.0661051432292,,1996.2927982721842,0.011912238373436187,1988.2722045898438,31.585998151376412,2051.4442008925967,1925.100208287091,53.27290862608499
2020-02-18,2041.760986328125,2046.5987366060094,2014.3931868929067,2027.2016166883438,2486223,0.005674031521782696,2004.52373046875,,1999.2262297596644,0.010863652496376946,1990.558367919922,33.75768606143629,2058.0737400427943,1923.0429957970493,60.871226055390366
2020-02-19,2023.8834228515625,2054.890992913714,2018.4926995414758,2041.759963026261,1760463,-0.008755953119034432,2002.871512858073,,2000.8170164107546,0.011076807472932604,1990.3026550292968,33.46932353233778,2057.2413020939725,1923.3640079646214,60.30301220391941
2020-02-20,1987.43896484375,2040.515833656158,1982.324729380062,2031.3933136168955,2317278,-0.01800719230975456,2001.2579223632813,,1999.9539163096576,0.011176690308850755,1988.729229736328,32.78652534135563,2054.3022804190396,1923.1561790536168,64.68898712019697
2020-02-24,1949.243896484375,2007.8496215697828,1941.2729959431147,1986.7017972470112,3092877,-0.019218234640165588,1998.3956502278645,,1996.6823021273813,0.01184684339688161,1985.5939147949218,33.44079051832522,2052.475495831572,1918.7123337582714,52.273089433180544
2020-02-25,1986.8399658203125,2005.7302198119494,1945.2354232363596,1949.382064356475,2674567,0.019287514201657974,1997.497578938802,,1996.0473126882157,0.012679486204518855,1984.9903259277344,33.296391964798005,2051.5831098573303,1918.3975419981384,57.60517731987518
2020-02-26,1956.8460693359375,1993.9813635397643,1947.0322172322376,1984.858843245309,2686842,-0.015096282035977349,1995.0925252278646,,1993.5182002138752,0.013016864050561735,1982.218994140625,33.2126402769141,2048.644274694453,1915.793713586797,46.32152727408618
2020-02-27,1940.1673583984375,1953.482639136563,1922.3828299007769,1953.482639136563,2349001,-0.008523261588562203,1991.5186075846354,,1990.076210419331,0.012995008974987309,1979.9567504882812,34.499655518012005,2048.9560615243054,1910.9574394522572,46.33642286431339
2020-02-28,1843.0897216796875,1906.994041676195,1833.7367204327752,1905.6118280678286,4298076,-0.05003570248645217,1984.3440755208333,,1980.5932111458055,0.016609086442738827,1973.61240234375,46.13610595318889,2065.884614250128,1881.3401904373723,33.325182019908425
2020-03-02,1844.149658203125,1892.6652715757966,1829.7745449973092,1875.2033492633266,2667076,0.0005750867746532329,1977.8086018880208,,1971.790401278536,0.01659912980046903,1970.0301330566406,53.11525070978044,2076.2606344762016,1863.7996316370798,29.122880832176747
2020-03-03,1876.3089599609375,1898.2401287727323,1854.0092908207462,1861.3810971460773,2757585,0.01743855311024345,1973.8391031901042,,1965.630308290304,0.016174338515046502,1966.9754272460937,56.72457751691945,2080.4245822799326,1853.5262722122548,35.7455912098422
2020-03-04,1919.6185302734375,1929.9851340425225,1865.9886784353107,1894.5544310434561,3237002,0.02308232345349004,1971.291796875,,1962.6618064827644,0.01681003509903574,1965.844305419922,57.464483136354495,2080.773271692631,1850.915339147213,40.068071129641716
2020-03-05,1958.182373046875,1979.0998306278402,1920.4018617882361,1921.9222070095461,3937056,0.020089326168332144,1968.9312866210937,,1962.372810777223,0.017385057925249074,1964.8537231445312,57.414757975346525,2079.683239095224,1850.024207193838,42.75038738234616
2020-03-06,1950.2578125,1956.892394628811,1908.9297493630017,1933.2566254918831,2595027,-0.0040468960684926225,1966.6429646809895,,1961.5911979851442,0.016914991132004467,1964.30546875,57.50353779049513,2079.3125443309905,1849.2983931690098,42.67173303933928
2020-03-09,1817.4727783203125,1916.5774334840587,1783.0556795606446,1912.0622920353167,4940975,-0.06808588758297185,1960.1603841145834,,1952.293235426123,0.0224201371292269,1956.7401428222656,66.18221299560086,2089.1045688134673,1824.375716831064,30.342356526269967
2020-03-11,1800.287109375,1831.2487842463152,1769.2334219114248,1781.21260653895,6796449,-0.009455805418552288,1953.5395629882812,,1942.486388584115,0.022393761500295914,1947.145263671875,74.19803603798762,2095.54133574785,1798.7491915958997,27.921432312024237
2020-03-12,1630.8740234375,1758.5445484519037,1620.2770510792514,1754.490032183083,8728786,-0.09410337109857692,1940.8262736002605,,1922.382365026269,0.029461379659704835,1929.4736694335938,101.82609052615105,2133.125850485896,1725.8214883812918,21.86305809023831
2020-03-13,1664.4619140625,1677.0860885261477,1387.7887832493263,1555.3591482240492,8029720,0.020595024595587486,1930.1279296875,,1905.7423359318327,0.0301527824625888,1912.6820739746095,116.20741082065973,2145.096895615929,1680.26725233329,26.78195593234142
2020-03-16,1563.1917724609375,1697.589012833717,1544.2553973197669,1617.190238850956,7844271,-0.06084257065058918,1916.5684326171875,,1883.6422995788719,0.032021984727246315,1889.8502258300782,137.03942618961142,2163.929078209301,1615.7713734508554,24.5551408441072
2020-03-17,1527.8070068359375,1595.074745978895,1495.693594961235,1594.1532701002243,5713248,-0.022636228163671612,1903.635498046875,,1860.6851839180374,0.03174239925722142,1865.606182861328,155.7742996864156,2177.154782234159,1554.057583488497,19.656492984613607
2020-03-18,1524.4896240234375,1578.9949414492564,1499.9322708442396,1545.130704955,7258778,-0.002171336299451987,1889.8717163085937,,1838.9951477958055,0.03176349751948989,1840.3185974121093,168.19686944106033,2176.7123362942298,1503.9248585299886,20.375081592934976
2020-03-19,1518.8739013671875,1564.448914407135,1435.7064454371769,1447.7266997546537,5135111,-0.00368367391142288,1875.7594807942708,,1818.3421641552495,0.03146020071392605,1814.1742431640625,175.70769121469334,2165.5896255934495,1462.7588607346759,20.68873617386005
2020-03-20,1668.4083251953125,1734.8216887802882,1510.1952314850344,1512.9798569886943,8547498,0.09845084815370408,1865.4399576822916,,1808.6690132546084,0.03968693187299571,1796.40048828125,171.30187233304724,2139.0042329473445,1453.7967436151557,38.673399669207136
2020-03-23,1549.82958984375,1624.3647730378204,1501.609206618248,1503.6976756121537,7003490,-0.07107297030400583,1851.7268473307292,,1791.9696956151984,0.04194759102050828,1774.52001953125,173.5494329709012,2121.6188854730526,1427.4211535894476,33.43967532540677
2020-03-24,1580.8782958984375,1642.9290101457082,1515.6251944100836,1534.3750736963311,6350865,0.02003362579870327,1838.7968139648438,,1778.350895633472,0.04248336115807304,1756.101739501953,173.577334679616,2103.2564088611853,1408.947070142721,33.356385202790435
2020-03-25,1624.643310546875,1680.0573102072763,1559.3902105791292,1577.9543797526903,2765520,0.027683987288575684,1826.5454345703124,,1768.4342772407883,0.043199816052806914,1737.9919067382812,167.00687029349558,2072.0056473252725,1403.97816615129,33.390566860742865
2020-03-26,1662.374755859375,1700.5242109920541,1598.885393197345,1700.1064492362827,4556067,0.023224448755954308,1815.8143961588542,,1761.5917274742455,0.04333130869865825,1723.2683410644531,159.50907267993318,2042.2864864243195,1404.2501957045868,33.32806786183697
2020-03-27,1693.516357421875,1717.1856734614792,1624.7361322975412,1689.339419297239,4331250,0.01873320167593695,1805.5884806315105,,1757.199768116028,0.043664349784493434,1710.935791015625,151.17398517377865,2013.2837613631823,1408.5878206680677,35.89889919983008
2020-03-30,1650.8187255859375,1768.2370943161152,1636.9420546041401,1639.2161199801888,8513547,-0.025212411825143666,1793.2881469726562,,1750.3364750495707,0.04386512299552693,1701.3222412109376,148.41600414519183,1998.1542495013214,1404.4902329205538,39.84153983752178
